RELIG,CHILDS,AGEKDBRN,EDUC,HAPPY,ATTEND,GOD,INCOME16,FAMGEN,RELIG16,RELITEN,DEGREE,AGE,SEX,RACE,MARITAL,POLVIEWS,HRS1
PROTESTANT,3.0,18.0,16.0,2.0,Every week,6.0,20.0,1.0,PROTESTANT,Strong,Bachelor's,52.0,2.0,2.0,1.0,4.0,40.0
PROTESTANT,2.0,30.0,15.0,1.0,,3.0,19.0,2.0,OTHER,Strong,High school,44.0,2.0,3.0,1.0,4.0,32.0
PROTESTANT,2.0,20.0,12.0,1.0,Every week,6.0,7.0,2.0,PROTESTANT,Strong,High school,59.0,2.0,2.0,3.0,6.0,20.0
PROTESTANT,6.0,18.0,12.0,3.0,Every week,6.0,13.0,2.0,CATHOLIC,Strong,High school,46.0,2.0,1.0,3.0,2.0,28.0
PROTESTANT,0.0,,12.0,2.0,About once or twice a year,6.0,9.0,1.0,PROTESTANT,Somewhat strong (vol.),High school,63.0,1.0,1.0,5.0,6.0,
OTHER,0.0,,12.0,3.0,Less than once a year,3.0,7.0,1.0,OTHER,Strong,High school,31.0,1.0,3.0,5.0,3.0,
PROTESTANT,0.0,,12.0,2.0,About once or twice a year,5.0,18.0,2.0,PROTESTANT,Strong,High school,19.0,1.0,2.0,5.0,4.0,
CATHOLIC,0.0,,18.0,1.0,Every week,5.0,22.0,1.0,CATHOLIC,Not very strong,Graduate,40.0,2.0,1.0,5.0,4.0,45.0
PROTESTANT,3.0,30.0,16.0,1.0,About once a month,3.0,19.0,1.0,PROTESTANT,Strong,High school,64.0,1.0,2.0,1.0,4.0,
NONE,0.0,,15.0,2.0,Never,3.0,22.0,2.0,CATHOLIC,No religion,High school,25.0,1.0,1.0,5.0,4.0,
CATHOLIC,4.0,20.0,12.0,2.0,Less than once a year,5.0,6.0,2.0,CATHOLIC,Not very strong,High school,56.0,1.0,1.0,1.0,5.0,
NONE,2.0,29.0,14.0,2.0,Less than once a year,5.0,20.0,2.0,NONE,No religion,Associate/junior college,41.0,2.0,1.0,1.0,4.0,
PROTESTANT,2.0,34.0,12.0,2.0,About once or twice a year,3.0,,1.0,PROTESTANT,Not very strong,High school,40.0,1.0,1.0,4.0,5.0,40.0
CATHOLIC,2.0,25.0,16.0,3.0,About once or twice a year,6.0,26.0,1.0,CATHOLIC,Not very strong,Bachelor's,64.0,1.0,1.0,1.0,4.0,40.0
CATHOLIC,2.0,26.0,16.0,1.0,About once a month,5.0,21.0,1.0,CATHOLIC,Strong,Bachelor's,56.0,2.0,1.0,3.0,5.0,32.0
CATHOLIC,3.0,19.0,12.0,2.0,Several times a year,5.0,21.0,1.0,CATHOLIC,Not very strong,High school,71.0,2.0,1.0,2.0,4.0,
NONE,0.0,,16.0,1.0,Never,2.0,26.0,1.0,PROTESTANT,No religion,Bachelor's,50.0,1.0,1.0,1.0,2.0,40.0
CATHOLIC,3.0,32.0,13.0,2.0,Never,5.0,18.0,1.0,CATHOLIC,Not very strong,High school,69.0,1.0,1.0,3.0,3.0,
NONE,0.0,,12.0,2.0,Never,3.0,15.0,2.0,NONE,No religion,High school,49.0,1.0,1.0,5.0,4.0,36.0
PROTESTANT,2.0,20.0,12.0,2.0,About once or twice a year,5.0,26.0,1.0,PROTESTANT,Not very strong,High school,61.0,1.0,1.0,1.0,5.0,60.0
PROTESTANT,0.0,,19.0,3.0,Less than once a year,6.0,25.0,1.0,PROTESTANT,Not very strong,Associate/junior college,38.0,2.0,1.0,3.0,4.0,
PROTESTANT,5.0,27.0,16.0,1.0,Never,3.0,26.0,1.0,PROTESTANT,Not very strong,Bachelor's,74.0,1.0,1.0,1.0,2.0,60.0
PROTESTANT,4.0,22.0,12.0,2.0,Several times a week,6.0,26.0,2.0,PROTESTANT,Strong,High school,40.0,2.0,1.0,1.0,5.0,
BUDDHISM,0.0,,14.0,2.0,Less than once a year,3.0,19.0,1.0,BUDDHISM,Not very strong,Associate/junior college,41.0,1.0,3.0,3.0,4.0,40.0
CATHOLIC,0.0,,10.0,2.0,About once or twice a year,6.0,20.0,1.0,CATHOLIC,Somewhat strong (vol.),Less than high school,78.0,1.0,1.0,1.0,7.0,30.0
CATHOLIC,4.0,22.0,9.0,1.0,Several times a week,6.0,16.0,2.0,CATHOLIC,Strong,Less than high school,47.0,2.0,3.0,1.0,6.0,20.0
NONE,3.0,19.0,14.0,3.0,Never,1.0,20.0,5.0,NONE,No religion,High school,50.0,2.0,1.0,5.0,4.0,30.0
NONE,3.0,19.0,12.0,2.0,About once a month,4.0,13.0,2.0,NONE,No religion,High school,41.0,2.0,1.0,4.0,3.0,40.0
PROTESTANT,3.0,22.0,15.0,2.0,2-3 times a month,6.0,,1.0,CATHOLIC,Not very strong,Associate/junior college,63.0,2.0,1.0,3.0,4.0,
PROTESTANT,1.0,18.0,14.0,1.0,Every week,6.0,21.0,1.0,PROTESTANT,Not very strong,High school,56.0,1.0,1.0,1.0,7.0,40.0
CATHOLIC,0.0,,12.0,1.0,Never,5.0,20.0,2.0,CATHOLIC,Not very strong,High school,18.0,2.0,1.0,5.0,3.0,
OTHER,3.0,18.0,12.0,1.0,Never,1.0,16.0,2.0,PROTESTANT,Not very strong,High school,25.0,1.0,3.0,1.0,4.0,84.0
NONE,2.0,27.0,14.0,1.0,Never,3.0,21.0,1.0,CATHOLIC,No religion,Associate/junior college,55.0,2.0,1.0,1.0,4.0,40.0
PROTESTANT,2.0,18.0,14.0,2.0,Every week,6.0,,1.0,PROTESTANT,Strong,High school,58.0,1.0,1.0,3.0,4.0,28.0
CATHOLIC,2.0,28.0,14.0,2.0,Several times a year,6.0,20.0,2.0,CATHOLIC,Not very strong,Associate/junior college,39.0,2.0,1.0,1.0,4.0,30.0
PROTESTANT,3.0,29.0,16.0,1.0,About once a month,6.0,23.0,2.0,PROTESTANT,Not very strong,Bachelor's,42.0,2.0,3.0,1.0,3.0,
CATHOLIC,1.0,21.0,12.0,1.0,About once a month,5.0,19.0,2.0,CATHOLIC,Not very strong,High school,25.0,1.0,3.0,5.0,4.0,
PROTESTANT,7.0,19.0,6.0,2.0,About once or twice a year,6.0,10.0,1.0,PROTESTANT,Not very strong,Less than high school,76.0,2.0,1.0,1.0,3.0,
PROTESTANT,4.0,25.0,17.0,1.0,Never,6.0,21.0,2.0,NONE,Somewhat strong (vol.),Bachelor's,53.0,2.0,3.0,3.0,4.0,40.0
NONE,0.0,,14.0,3.0,Never,3.0,20.0,1.0,CATHOLIC,No religion,High school,57.0,1.0,1.0,5.0,2.0,50.0
CATHOLIC,3.0,25.0,14.0,1.0,About once a month,6.0,23.0,1.0,OTHER,Not very strong,Associate/junior college,53.0,2.0,1.0,1.0,4.0,54.0
PROTESTANT,6.0,22.0,16.0,3.0,Every week,6.0,19.0,2.0,PROTESTANT,Strong,High school,63.0,1.0,1.0,1.0,6.0,
PROTESTANT,2.0,30.0,16.0,2.0,Less than once a year,6.0,,1.0,PROTESTANT,Not very strong,Bachelor's,62.0,2.0,1.0,1.0,3.0,
PROTESTANT,2.0,23.0,17.0,1.0,Several times a week,6.0,,2.0,PROTESTANT,Strong,Bachelor's,56.0,2.0,2.0,1.0,,1.0
PROTESTANT,0.0,,12.0,3.0,Several times a year,6.0,21.0,1.0,PROTESTANT,Strong,High school,70.0,1.0,2.0,3.0,3.0,
NONE,0.0,,16.0,2.0,Never,3.0,26.0,1.0,CATHOLIC,No religion,Bachelor's,35.0,1.0,2.0,5.0,4.0,60.0
NONE,2.0,35.0,16.0,2.0,Less than once a year,2.0,1.0,1.0,PROTESTANT,No religion,Bachelor's,64.0,2.0,1.0,1.0,3.0,40.0
NONE,3.0,25.0,13.0,2.0,Never,2.0,18.0,2.0,PROTESTANT,No religion,High school,32.0,1.0,1.0,1.0,2.0,70.0
NONE,0.0,,16.0,1.0,Every week,6.0,22.0,2.0,NONE,No religion,Bachelor's,27.0,2.0,1.0,5.0,6.0,
PROTESTANT,4.0,18.0,12.0,1.0,Every week,6.0,18.0,2.0,PROTESTANT,Not very strong,High school,67.0,1.0,2.0,1.0,6.0,28.0
CATHOLIC,1.0,25.0,12.0,2.0,Never,4.0,25.0,5.0,CATHOLIC,Not very strong,High school,27.0,2.0,1.0,1.0,4.0,
NONE,0.0,,15.0,3.0,Never,5.0,2.0,1.0,CATHOLIC,No religion,High school,31.0,1.0,1.0,5.0,6.0,32.0
PROTESTANT,2.0,27.0,13.0,1.0,Every week,6.0,18.0,1.0,PROTESTANT,Strong,High school,79.0,2.0,1.0,1.0,6.0,
OTHER,2.0,19.0,20.0,1.0,Several times a year,3.0,20.0,2.0,NONE,,High school,41.0,2.0,1.0,3.0,4.0,50.0
PROTESTANT,2.0,23.0,15.0,2.0,Never,5.0,18.0,2.0,NONE,Not very strong,High school,29.0,2.0,1.0,1.0,4.0,
NONE,6.0,16.0,8.0,1.0,Never,3.0,1.0,2.0,PROTESTANT,No religion,Less than high school,42.0,2.0,2.0,5.0,4.0,8.0
NONE,2.0,22.0,12.0,2.0,Never,1.0,9.0,1.0,PROTESTANT,No religion,High school,89.0,2.0,1.0,2.0,4.0,
PROTESTANT,4.0,28.0,16.0,1.0,Several times a year,6.0,26.0,2.0,PROTESTANT,Not very strong,Bachelor's,52.0,2.0,1.0,1.0,4.0,28.0
NONE,3.0,30.0,16.0,1.0,Never,3.0,19.0,1.0,CATHOLIC,No religion,Bachelor's,78.0,1.0,1.0,1.0,1.0,
BUDDHISM,6.0,19.0,12.0,1.0,Nearly every week,3.0,26.0,1.0,CATHOLIC,Strong,High school,77.0,1.0,1.0,1.0,6.0,
NONE,0.0,,16.0,1.0,About once or twice a year,3.0,26.0,2.0,PROTESTANT,No religion,Bachelor's,42.0,2.0,1.0,3.0,3.0,50.0
PROTESTANT,2.0,29.0,16.0,2.0,Several times a week,6.0,23.0,2.0,CATHOLIC,Strong,Bachelor's,45.0,1.0,1.0,1.0,6.0,40.0
NONE,1.0,26.0,16.0,1.0,Never,3.0,21.0,1.0,CATHOLIC,No religion,Graduate,64.0,2.0,1.0,1.0,4.0,15.0
NONE,1.0,41.0,12.0,1.0,Never,6.0,9.0,1.0,CATHOLIC,No religion,High school,83.0,2.0,1.0,3.0,1.0,
CATHOLIC,0.0,,17.0,1.0,Several times a year,6.0,22.0,1.0,CATHOLIC,Not very strong,Graduate,49.0,2.0,1.0,1.0,2.0,55.0
PROTESTANT,2.0,28.0,17.0,2.0,About once or twice a year,5.0,21.0,2.0,PROTESTANT,Not very strong,Bachelor's,31.0,2.0,1.0,1.0,5.0,
PROTESTANT,2.0,30.0,16.0,2.0,Several times a week,6.0,20.0,2.0,CATHOLIC,Strong,Bachelor's,42.0,2.0,1.0,1.0,5.0,16.0
CHRISTIAN,1.0,22.0,14.0,3.0,2-3 times a month,5.0,14.0,4.0,CHRISTIAN,Strong,High school,25.0,2.0,1.0,5.0,2.0,35.0
PROTESTANT,4.0,27.0,16.0,2.0,Every week,6.0,19.0,2.0,PROTESTANT,Strong,Bachelor's,47.0,1.0,1.0,1.0,6.0,40.0
CATHOLIC,3.0,35.0,16.0,2.0,About once or twice a year,5.0,24.0,2.0,CATHOLIC,Not very strong,Associate/junior college,48.0,2.0,1.0,1.0,4.0,24.0
PROTESTANT,3.0,21.0,12.0,2.0,Never,6.0,13.0,1.0,NONE,Strong,High school,53.0,2.0,1.0,2.0,4.0,
PROTESTANT,2.0,30.0,18.0,2.0,About once or twice a year,5.0,23.0,2.0,PROTESTANT,Not very strong,Bachelor's,57.0,1.0,1.0,3.0,3.0,40.0
PROTESTANT,2.0,,12.0,2.0,Every week,6.0,13.0,1.0,PROTESTANT,Not very strong,High school,84.0,2.0,1.0,2.0,5.0,
PROTESTANT,0.0,,14.0,2.0,Every week,5.0,9.0,1.0,PROTESTANT,Not very strong,High school,83.0,2.0,1.0,2.0,4.0,
PROTESTANT,1.0,31.0,16.0,2.0,About once or twice a year,6.0,16.0,1.0,PROTESTANT,Not very strong,Bachelor's,68.0,2.0,1.0,2.0,4.0,40.0
PROTESTANT,0.0,,12.0,3.0,Less than once a year,3.0,11.0,1.0,PROTESTANT,Not very strong,High school,64.0,1.0,1.0,5.0,3.0,
NAN,0.0,,16.0,2.0,2-3 times a month,6.0,16.0,1.0,PROTESTANT,,Bachelor's,63.0,2.0,1.0,3.0,2.0,35.0
CATHOLIC,3.0,17.0,12.0,3.0,Several times a year,5.0,9.0,2.0,CATHOLIC,Not very strong,High school,70.0,2.0,1.0,2.0,4.0,
PROTESTANT,0.0,,15.0,3.0,Every week,5.0,17.0,2.0,PROTESTANT,Strong,High school,21.0,1.0,2.0,5.0,3.0,16.0
NONE,0.0,,12.0,1.0,Never,3.0,15.0,1.0,PROTESTANT,No religion,High school,29.0,1.0,2.0,5.0,4.0,16.0
NONE,2.0,28.0,13.0,2.0,Never,3.0,20.0,1.0,PROTESTANT,No religion,Less than high school,56.0,1.0,2.0,3.0,4.0,61.0
PROTESTANT,0.0,,16.0,2.0,Several times a year,6.0,16.0,1.0,PROTESTANT,Not very strong,High school,27.0,1.0,2.0,5.0,4.0,
CATHOLIC,1.0,32.0,12.0,1.0,Never,6.0,,1.0,PROTESTANT,Not very strong,Less than high school,53.0,2.0,1.0,1.0,6.0,
CHRISTIAN,2.0,28.0,12.0,3.0,,6.0,,2.0,CATHOLIC,Not very strong,High school,68.0,1.0,1.0,1.0,4.0,
CATHOLIC,2.0,30.0,12.0,2.0,Never,3.0,22.0,1.0,PROTESTANT,Not very strong,High school,44.0,1.0,1.0,3.0,5.0,56.0
CATHOLIC,2.0,28.0,11.0,1.0,About once or twice a year,6.0,17.0,1.0,CATHOLIC,Not very strong,Less than high school,68.0,2.0,1.0,1.0,4.0,
CATHOLIC,2.0,28.0,12.0,2.0,Never,2.0,19.0,2.0,CATHOLIC,Not very strong,High school,39.0,1.0,1.0,5.0,4.0,43.0
PROTESTANT,0.0,,12.0,3.0,About once or twice a year,6.0,16.0,1.0,PROTESTANT,Not very strong,High school,57.0,1.0,1.0,3.0,4.0,43.0
PROTESTANT,0.0,,12.0,2.0,2-3 times a month,6.0,16.0,1.0,PROTESTANT,Strong,High school,25.0,1.0,2.0,5.0,7.0,62.0
NONE,3.0,21.0,13.0,1.0,Nearly every week,6.0,10.0,1.0,CHRISTIAN,No religion,High school,42.0,2.0,2.0,5.0,6.0,
NONE,0.0,,13.0,3.0,Never,5.0,1.0,4.0,NONE,No religion,High school,25.0,1.0,2.0,5.0,4.0,
NONE,0.0,,12.0,2.0,Several times a week,4.0,5.0,2.0,PROTESTANT,No religion,High school,19.0,2.0,2.0,5.0,2.0,40.0
PROTESTANT,2.0,21.0,14.0,1.0,Never,6.0,16.0,1.0,PROTESTANT,Strong,Associate/junior college,74.0,1.0,2.0,4.0,4.0,
PROTESTANT,1.0,22.0,12.0,3.0,2-3 times a month,6.0,15.0,2.0,PROTESTANT,Somewhat strong (vol.),High school,26.0,2.0,2.0,5.0,7.0,
CATHOLIC,2.0,19.0,14.0,2.0,Every week,6.0,14.0,1.0,CATHOLIC,Strong,High school,69.0,1.0,2.0,2.0,6.0,
PROTESTANT,0.0,,15.0,2.0,Never,5.0,19.0,1.0,NONE,Not very strong,High school,27.0,2.0,1.0,1.0,5.0,40.0
NONE,0.0,,14.0,2.0,Never,1.0,19.0,1.0,CATHOLIC,No religion,High school,53.0,1.0,1.0,5.0,4.0,
NONE,3.0,19.0,10.0,2.0,Never,3.0,19.0,1.0,CATHOLIC,No religion,High school,35.0,1.0,1.0,3.0,4.0,40.0
NONE,1.0,30.0,14.0,2.0,Never,3.0,20.0,2.0,NONE,No religion,High school,32.0,2.0,1.0,1.0,4.0,45.0
OTHER,0.0,,11.0,3.0,Never,1.0,24.0,2.0,PROTESTANT,Strong,High school,19.0,2.0,1.0,5.0,2.0,28.0
PROTESTANT,4.0,18.0,14.0,2.0,Less than once a year,6.0,22.0,1.0,PROTESTANT,Not very strong,High school,56.0,1.0,1.0,1.0,5.0,60.0
PROTESTANT,2.0,26.0,14.0,2.0,Several times a year,6.0,20.0,1.0,PROTESTANT,Somewhat strong (vol.),Associate/junior college,69.0,1.0,1.0,3.0,5.0,
CATHOLIC,1.0,29.0,12.0,3.0,Never,3.0,17.0,1.0,CATHOLIC,Not very strong,High school,66.0,2.0,1.0,1.0,1.0,
PROTESTANT,3.0,20.0,20.0,1.0,Every week,6.0,,1.0,NONE,Strong,Bachelor's,69.0,2.0,1.0,2.0,3.0,
PROTESTANT,2.0,22.0,12.0,2.0,Never,5.0,17.0,1.0,PROTESTANT,Somewhat strong (vol.),High school,43.0,1.0,1.0,5.0,,60.0
PROTESTANT,6.0,14.0,12.0,1.0,Never,6.0,15.0,1.0,PROTESTANT,Strong,High school,43.0,2.0,1.0,3.0,7.0,85.0
PROTESTANT,2.0,18.0,16.0,2.0,Nearly every week,6.0,,1.0,PROTESTANT,Somewhat strong (vol.),Bachelor's,44.0,2.0,1.0,1.0,5.0,50.0
PROTESTANT,2.0,20.0,16.0,2.0,Several times a year,3.0,24.0,1.0,PROTESTANT,Not very strong,Bachelor's,58.0,1.0,1.0,2.0,3.0,40.0
PROTESTANT,2.0,23.0,12.0,2.0,2-3 times a month,6.0,,2.0,PROTESTANT,Somewhat strong (vol.),High school,38.0,1.0,1.0,1.0,4.0,40.0
CATHOLIC,4.0,24.0,17.0,3.0,Every week,6.0,23.0,2.0,PROTESTANT,Somewhat strong (vol.),Bachelor's,49.0,2.0,1.0,1.0,4.0,60.0
NONE,2.0,24.0,12.0,2.0,Never,6.0,22.0,1.0,PROTESTANT,No religion,High school,51.0,1.0,1.0,1.0,6.0,62.0
PROTESTANT,2.0,24.0,20.0,1.0,Every week,6.0,16.0,1.0,PROTESTANT,Not very strong,Graduate,59.0,2.0,1.0,1.0,6.0,50.0
NONE,1.0,33.0,14.0,2.0,Never,6.0,8.0,1.0,PROTESTANT,No religion,Associate/junior college,68.0,1.0,1.0,3.0,3.0,
PROTESTANT,1.0,,18.0,2.0,Never,6.0,23.0,2.0,PROTESTANT,Not very strong,Graduate,73.0,1.0,1.0,1.0,7.0,
CATHOLIC,2.0,25.0,18.0,1.0,Less than once a year,5.0,22.0,1.0,CATHOLIC,Not very strong,Graduate,67.0,1.0,1.0,1.0,6.0,
PROTESTANT,2.0,25.0,19.0,3.0,Several times a year,4.0,21.0,1.0,PROTESTANT,Not very strong,Graduate,70.0,1.0,1.0,1.0,6.0,
PROTESTANT,4.0,29.0,16.0,1.0,Every week,6.0,21.0,1.0,PROTESTANT,Strong,Bachelor's,61.0,2.0,1.0,1.0,6.0,40.0
CATHOLIC,2.0,28.0,14.0,2.0,About once or twice a year,6.0,26.0,2.0,CATHOLIC,Not very strong,Associate/junior college,50.0,2.0,1.0,1.0,4.0,36.0
PROTESTANT,1.0,37.0,16.0,2.0,Never,6.0,21.0,1.0,PROTESTANT,Not very strong,Bachelor's,67.0,1.0,1.0,1.0,2.0,
PROTESTANT,2.0,30.0,17.0,1.0,Never,5.0,23.0,2.0,PROTESTANT,Not very strong,Graduate,39.0,1.0,1.0,1.0,6.0,40.0
PROTESTANT,2.0,30.0,18.0,1.0,Every week,6.0,25.0,2.0,PROTESTANT,Strong,Graduate,48.0,2.0,1.0,1.0,7.0,35.0
PROTESTANT,0.0,,13.0,1.0,2-3 times a month,5.0,19.0,2.0,PROTESTANT,Not very strong,High school,19.0,2.0,1.0,5.0,6.0,20.0
PROTESTANT,4.0,22.0,12.0,2.0,Several times a week,6.0,10.0,1.0,CATHOLIC,Strong,High school,58.0,1.0,1.0,1.0,4.0,
CHRISTIAN,3.0,17.0,14.0,2.0,2-3 times a month,6.0,20.0,1.0,PROTESTANT,Strong,Associate/junior college,54.0,2.0,2.0,4.0,4.0,44.0
OTHER,0.0,,11.0,3.0,Never,2.0,1.0,1.0,CATHOLIC,Somewhat strong (vol.),Less than high school,20.0,1.0,1.0,5.0,4.0,
PROTESTANT,3.0,23.0,15.0,1.0,Several times a year,5.0,13.0,1.0,PROTESTANT,Not very strong,High school,89.0,2.0,1.0,2.0,4.0,
CATHOLIC,3.0,18.0,11.0,1.0,2-3 times a month,6.0,,2.0,CATHOLIC,Not very strong,Less than high school,44.0,2.0,1.0,1.0,4.0,
NONE,3.0,19.0,12.0,2.0,Every week,6.0,21.0,5.0,PROTESTANT,No religion,High school,59.0,1.0,2.0,1.0,4.0,32.0
NONE,0.0,,17.0,1.0,Never,3.0,17.0,1.0,CATHOLIC,No religion,Bachelor's,47.0,2.0,3.0,1.0,5.0,
PROTESTANT,2.0,32.0,18.0,2.0,Every week,6.0,16.0,2.0,PROTESTANT,Strong,Graduate,46.0,2.0,1.0,1.0,7.0,
BUDDHISM,2.0,33.0,15.0,2.0,Never,4.0,18.0,2.0,BUDDHISM,Not very strong,High school,55.0,1.0,3.0,1.0,1.0,40.0
PROTESTANT,5.0,21.0,12.0,2.0,Never,6.0,,5.0,PROTESTANT,Not very strong,High school,65.0,1.0,2.0,1.0,4.0,40.0
BUDDHISM,0.0,,14.0,2.0,Never,3.0,,1.0,NONE,Not very strong,Associate/junior college,23.0,2.0,1.0,5.0,3.0,40.0
PROTESTANT,4.0,15.0,9.0,1.0,Several times a week,6.0,16.0,6.0,CATHOLIC,Strong,Less than high school,28.0,2.0,1.0,1.0,5.0,
PROTESTANT,0.0,,17.0,2.0,Several times a year,6.0,,1.0,PROTESTANT,Strong,Bachelor's,76.0,2.0,1.0,2.0,6.0,20.0
CATHOLIC,0.0,,14.0,2.0,Less than once a year,5.0,19.0,1.0,CATHOLIC,Not very strong,Bachelor's,45.0,1.0,1.0,4.0,2.0,55.0
PROTESTANT,2.0,25.0,9.0,3.0,Never,6.0,12.0,2.0,PROTESTANT,Not very strong,Less than high school,40.0,2.0,1.0,5.0,4.0,20.0
PROTESTANT,3.0,20.0,12.0,2.0,Never,6.0,10.0,1.0,NONE,Strong,High school,77.0,2.0,1.0,3.0,7.0,
NONE,0.0,,18.0,1.0,Never,2.0,20.0,1.0,CATHOLIC,No religion,Graduate,74.0,1.0,1.0,5.0,2.0,
PROTESTANT,3.0,18.0,6.0,1.0,Every week,6.0,21.0,1.0,PROTESTANT,Strong,Less than high school,79.0,2.0,1.0,1.0,6.0,
PROTESTANT,5.0,20.0,9.0,1.0,Less than once a year,6.0,3.0,5.0,PROTESTANT,Strong,Less than high school,70.0,1.0,1.0,1.0,5.0,
PROTESTANT,4.0,21.0,12.0,1.0,Less than once a year,6.0,9.0,1.0,PROTESTANT,Strong,Less than high school,61.0,1.0,1.0,1.0,4.0,
CATHOLIC,5.0,27.0,6.0,1.0,About once or twice a year,6.0,18.0,2.0,CATHOLIC,Strong,Less than high school,49.0,1.0,3.0,1.0,4.0,55.0
CATHOLIC,2.0,34.0,14.0,3.0,Nearly every week,6.0,16.0,1.0,CATHOLIC,Not very strong,Bachelor's,38.0,1.0,1.0,1.0,4.0,40.0
PROTESTANT,0.0,,16.0,2.0,Several times a year,5.0,16.0,1.0,PROTESTANT,Not very strong,Bachelor's,25.0,2.0,1.0,5.0,5.0,40.0
PROTESTANT,3.0,22.0,16.0,2.0,About once a month,6.0,22.0,2.0,PROTESTANT,Not very strong,High school,36.0,1.0,2.0,1.0,4.0,58.0
PROTESTANT,2.0,28.0,16.0,2.0,Several times a week,6.0,16.0,1.0,PROTESTANT,Strong,Bachelor's,75.0,2.0,1.0,2.0,6.0,
PROTESTANT,0.0,,13.0,2.0,Several times a year,6.0,21.0,1.0,PROTESTANT,Strong,High school,22.0,1.0,1.0,1.0,6.0,55.0
CHRISTIAN,1.0,23.0,14.0,2.0,Never,6.0,19.0,2.0,CATHOLIC,Strong,High school,45.0,1.0,1.0,1.0,6.0,40.0
NONE,2.0,23.0,14.0,2.0,About once or twice a year,6.0,12.0,1.0,CATHOLIC,No religion,High school,26.0,2.0,3.0,5.0,4.0,21.0
PROTESTANT,0.0,,14.0,2.0,Every week,6.0,19.0,1.0,PROTESTANT,Strong,High school,40.0,1.0,2.0,5.0,4.0,40.0
PROTESTANT,3.0,19.0,12.0,1.0,Nearly every week,6.0,22.0,1.0,PROTESTANT,Strong,High school,26.0,2.0,2.0,4.0,1.0,42.0
CATHOLIC,3.0,17.0,11.0,3.0,Several times a year,6.0,19.0,2.0,CATHOLIC,Not very strong,Less than high school,60.0,2.0,3.0,3.0,5.0,40.0
PROTESTANT,4.0,22.0,16.0,3.0,Never,6.0,20.0,1.0,PROTESTANT,Strong,High school,32.0,1.0,1.0,1.0,4.0,25.0
PROTESTANT,3.0,29.0,13.0,2.0,About once a month,5.0,21.0,1.0,PROTESTANT,Not very strong,High school,54.0,2.0,1.0,3.0,3.0,30.0
NONE,0.0,,12.0,3.0,Never,3.0,18.0,1.0,NONE,No religion,Less than high school,27.0,1.0,1.0,5.0,6.0,35.0
PROTESTANT,1.0,22.0,14.0,2.0,About once or twice a year,6.0,14.0,2.0,PROTESTANT,Strong,Associate/junior college,27.0,2.0,2.0,5.0,,40.0
PROTESTANT,2.0,22.0,12.0,2.0,Never,6.0,18.0,1.0,PROTESTANT,Not very strong,High school,34.0,1.0,1.0,5.0,7.0,45.0
PROTESTANT,2.0,26.0,16.0,1.0,2-3 times a month,6.0,23.0,1.0,PROTESTANT,Strong,Bachelor's,37.0,2.0,1.0,1.0,6.0,
CATHOLIC,5.0,31.0,16.0,1.0,2-3 times a month,5.0,23.0,1.0,CATHOLIC,Strong,Bachelor's,41.0,1.0,1.0,1.0,6.0,60.0
MUSLIM/ISLAM,2.0,22.0,13.0,1.0,About once or twice a year,6.0,26.0,1.0,MUSLIM/ISLAM,Strong,High school,32.0,2.0,1.0,3.0,3.0,41.0
CHRISTIAN,0.0,,18.0,2.0,Every week,6.0,10.0,1.0,CATHOLIC,Somewhat strong (vol.),Graduate,43.0,1.0,1.0,5.0,4.0,
NONE,2.0,34.0,18.0,2.0,Never,2.0,23.0,1.0,PROTESTANT,No religion,Graduate,42.0,1.0,1.0,1.0,2.0,50.0
CATHOLIC,2.0,40.0,17.0,1.0,2-3 times a month,5.0,21.0,2.0,CATHOLIC,Not very strong,Bachelor's,57.0,1.0,1.0,1.0,5.0,54.0
CATHOLIC,2.0,25.0,16.0,2.0,About once a month,5.0,23.0,2.0,CATHOLIC,Not very strong,Bachelor's,43.0,2.0,1.0,1.0,5.0,35.0
CATHOLIC,0.0,,18.0,2.0,Never,2.0,20.0,1.0,CATHOLIC,Not very strong,Graduate,41.0,1.0,1.0,5.0,4.0,
CATHOLIC,2.0,33.0,13.0,1.0,About once or twice a year,6.0,5.0,1.0,CATHOLIC,Not very strong,High school,77.0,1.0,3.0,5.0,6.0,
PROTESTANT,2.0,30.0,16.0,2.0,About once or twice a year,5.0,25.0,2.0,PROTESTANT,Not very strong,Bachelor's,46.0,1.0,1.0,1.0,4.0,65.0
JEWISH,0.0,,20.0,2.0,About once or twice a year,6.0,22.0,1.0,JEWISH,Strong,Graduate,50.0,2.0,1.0,5.0,4.0,45.0
NONE,0.0,,17.0,1.0,About once or twice a year,1.0,22.0,1.0,NONE,No religion,Bachelor's,25.0,1.0,1.0,5.0,4.0,52.0
JEWISH,0.0,,16.0,1.0,Never,3.0,26.0,1.0,OTHER,Not very strong,Bachelor's,37.0,2.0,1.0,1.0,4.0,40.0
PROTESTANT,4.0,22.0,13.0,3.0,About once or twice a year,6.0,23.0,1.0,JEWISH,Somewhat strong (vol.),High school,60.0,2.0,1.0,1.0,4.0,10.0
OTHER,2.0,40.0,13.0,3.0,Several times a year,2.0,21.0,2.0,PROTESTANT,Not very strong,High school,57.0,1.0,1.0,1.0,5.0,29.0
MUSLIM/ISLAM,2.0,22.0,12.0,3.0,Several times a year,6.0,8.0,1.0,MUSLIM/ISLAM,Strong,High school,38.0,2.0,3.0,1.0,,
